detailFund.acronym,detailFund.tradingName,detailFund.tradingCode,detailFund.tradingCodeOthers,detailFund.cnpj,detailFund.classification,detailFund.webSite,detailFund.fundAddress,detailFund.fundPhoneNumberDDD,detailFund.fundPhoneNumber,detailFund.fundPhoneNumberFax,detailFund.positionManager,detailFund.managerName,detailFund.companyAddress,detailFund.companyPhoneNumberDDD,detailFund.companyPhoneNumber,detailFund.companyPhoneNumberFax,detailFund.companyEmail,detailFund.companyName,detailFund.quotaCount,detailFund.quotaDateApproved,detailFund.typeFNET,detailFund.codes,detailFund.codesOther,detailFund.segment,shareHolder.shareHolderName,shareHolder.shareHolderAddress,shareHolder.shareHolderPhoneNumberDDD,shareHolder.shareHolderPhoneNumber,shareHolder.shareHolderFaxNumber,shareHolder.shareHolderEmail,url
GGRC,FII GGRCOVEP,GGRC11 ,,26614291000100,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,http://www.cmcapitalmarkets.com.br,"RENATO PAES DE BARROS, 1195 - 4 ANDAR - CEP: 4547004 CIDADE: SAO PAULO UF: SP",11,38421122,0,DIRETOR RESPONSAVEL                     ,ROGERIO PENTEADO FELGUEIRAS                                 ,"GOMES DE CARVALHO, 1195 - 4 ANDAR - CEP: 4547004 CIDADE: SAO PAULO UF: SP",11,38421122,0,reguladores@cmcapital.com.br,GGR COVEPI RENDA FDO INV IMOB                     ,7758429,2022-12-05,,['GGRC11'],,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjI2NjE0MjkxMDAwMTAwIiwiaWRlbnRpZmllckZ1bmQiOiJHR1JDIn0=
YUFI,FII YUCA    ,YUFI11 ,,36445551000106,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.brltrust.com.br/,"IGUATEMI, 151, 19 ANDAR,  -  - CEP: 1451011 CIDADE: SAO PAULO UF: SP",11,31330350,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI                                 ,"IGUATEMI, 151, 19 ANDAR,  -  - CEP: 1451011 CIDADE: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,YUCA FDO INV. IMOB.                               ,495150,2022-10-25,,['YUFI11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM2NDQ1NTUxMDAwMTA2IiwiaWRlbnRpZmllckZ1bmQiOiJZVUZJIn0=
SPTW,FII SP DOWNT,SPTW11 ,,15538445000105,Financeiro e Outros/Fundos/Fundos Imobiliários,www.gerafuturo.com.br,"PÇ XV DE NOVEMBRO, 20 - 12.ANDAR, GRUPO 1.201-B - CEP: 20010010 CIDADE: RIO DE JANEIRO UF: RJ",21,21378888,21378195,DIRETOR RESPONSAVEL,GUILHERME CHARNAUX GRUMSER,"PÇ XV DE NOVEMBRO, 20 - 12.ANDAR, GRUPO 1.201 - B - CEP: 20010010 CIDADE: RIO DE JANEIRO UF: RJ",21,21378888,21378195,atendimentocvm@brasilplural.com,SP DOWNTOWN FDO INV IMOB - FII                    ,1798000,2013-03-06,,['SPTW11'],,,BANCO GENIAL S.A.                       ,"PRAIA DO BOTAFOGO, 228 - SALA 907 - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ",21,25400303,0,escrituracao@bancogenial.com,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJTUFRXIn0=
CVPR,FII CVPAR   ,,,38294329000185,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.btgpactual.com,"PRAIA DE BOTAFOGO, 501 - 5 ANDAR (PARTE) - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,33832715,0,DIRETOR RESPONSAVEL                     ,ALLAN HADID                                                 ,"PRAIA DE BOTAFOGO, 501 - 5 ANDAR (PARTE) - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,33832715,0,SH-contato-fundoimobiliario@btgpactual.com,CVPAR FUNDO DE INVESTIMENTO IMOBILIÁRIO DE CRI    ,140000,2022-06-27,,,,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM4Mjk0MzI5MDAwMTg1IiwiaWRlbnRpZmllckZ1bmQiOiJDVlBSIn0=
ASMT,FII ASA MET ,ASMT11 ,,38293921000162,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.btgpactual.com/asset-management/administracao-fiduciaria/busca-por-fundos/FII%20CORE%20METROPOLI,"PRAIA DO BOTAFOGO, 501 - 5 ANDAR - PARTE - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,33832513,0,DIRETOR RESPONSAVEL                     ,ALLAN HADID,"PRAIA DO BOTAFOGO, 501 - 5 ANDAR - PARTE - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ",11,33832513,0,sh-contato-fundoimobiliario@btgpactual.com,ASA METROPOLIS FUNDO DE INVESTIMENTO IMOBILIÁRIO  ,1017316,2022-04-20,,['ASMT11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM4MjkzOTIxMDAwMTYyIiwiaWRlbnRpZmllckZ1bmQiOiJBU01UIn0=
BIPD,FII BRIO IV ,BIPD11 ,,42869892000101,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.brltrust.com.br/,"Rua Iguatemi, 151 - 19º andar (parte) - CEP: 1451011 CIDADE: São Paulo UF: SP",113,31330350,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI                                 ,"Rua Iguatemi, 151 - 19º andar (parte) - CEP: 1451011 CIDADE: São Paulo UF: SP",113,31330350,0,juridico.fii@brltrust.com.br,BRIO REAL ESTATE IV – FUNDO DE INVESTIMENTO IMOB  ,17093,2022-10-28,,['BIPD11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjQyODY5ODkyMDAwMTAxIiwiaWRlbnRpZmllckZ1bmQiOiJCSVBEIn0=
FTCE,FII OPPORTUN,FTCE11B ,,1235622000161,Financeiro e Outros/Fundos/Fundos Imobiliários,https://www.brltrust.com.br,"R IGUATEMI,19º ANDAR ITAIM BIBI SÃO PAULO SP 1451011 151 - 19.ANDAR - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,31330350,DIRETOR RESPONSAVEL,DANILO CHRISTÓFARO BARBIERI,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 CIDADE: SÃO PAULO UF: SP",11,31330350,31330350,juridico.fundos@brltrust.com.br,OPPORTUNITY FDO INV IMOB                          ,876521,2021-08-24,,['FTCE11B'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJGVENFIn0=
FIIB,FII INDL BR ,FIIB11 ,,14217108000145,Financeiro e Outros/Fundos/Fundos Imobiliários,www.coinvalores.com.br,AV BRIGADEIRO FARIA LIMA 1461 - 10 ANDAR - CEP: 1451904 CIDADE: SÃO PAULO UF: SP,11,30354141,38140140,DIRETOR RESPONSAVEL,FERNANDO FERREIRA DA SILVA TELLES,AV BRIGADEIRO FARIA LIMA 1461 - 10 ANDAR - TORRE SUL - CEP: 1451904 CIDADE: SÃO PAULO UF: SP,11,30354141,38140140,fernandostelles@coinvalores.com.br,FDO INV IMOB INDUSTRIAL DO BRASIL                 ,685000,2016-10-10,,['FIIB11'],,,BANCO DAYCOVAL S/A                      ,AV Paulista 1793 - CEP: 1311200 Cidade: São Paulo UF: SP,11,31381024,0,ricardo.gelbaum@bancodaycoval.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJGSUlCIn0=
VCRI,FII VINCI CR,VCRI11 ,,41081374000166,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.vincipartners.com/,"Rua Iguatemi, 151 - 19º andar - CEP: 1451011 CIDADE: São Paulo UF: SP",11,31330350,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI                                 ,"Rua Iguatemi, 151 - 19º andar - CEP: 1451011 CIDADE: São Paulo UF: SP",11,31330350,0,juridico.fii@brltrust.com.br,VINCI CREDIT SECURITIES FUNDO DE INVESTIMENTO IMOB,17773297,2022-05-13,,['VCRI11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJWQ1JJIn0=
BBIM,FII BB RECIM,BBIM11 ,,20716161000193,Financeiro e Outros/Fundos/Fundos Imobiliários,www.bb.com.br/bbdtvm,"PÇ XV DE NOVEMBRO, 20 - 2 e 3 ANDARES - CEP: 20010010 CIDADE: RIO DE JANEIRO UF: RJ",21,38087500,38087600,DIRETOR RESPONSAVEL,AGUINALDO BARBIERI,"PÇ XV DE NOVEMBRO, 20 - 2 E 3 ANDARES - CEP: 20010010 CIDADE: RIO DE JANEIRO UF: RJ",21,38087500,38087600,bbdtvm@bb.com.br,BB RECEBIVEIS IMOBILIARIOS FDO INV IMOB - FII     ,1035000,2015-08-31,,['BBIM11'],,,BRASIL                                  ,RUA LELIO GAMA 104 - 38.ANDAR - CEP: 20031080 Cidade: RIO DE JANEIRO UF: RJ,21,38083715,38083466,AESCRITURAIS@BB.COM.BR                                                                                                                                                                                                                                         ,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJCQklNIn0=
KNPR,FII KINEA PR,,,42737059000107,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-premium-properties-knpr11/,"Avenida Brigadeiro Faria Lima, 3500 - 4º Andar - CEP: 5426100 CIDADE: São Paulo UF: SP",11,30726017,0,DIRETOR RESPONSAVEL                     ,ROBERTA ANCHIETA DA SILVA,"Avenida Brigadeiro Faria Lima, 3500 - 4º Andar - CEP: 5426100 CIDADE: São Paulo UF: SP",11,30726017,0,produtosestruturados@itau-unibanco.com.br,KINEA PREMIUM PROPERTIES FDO INV IMOB             ,1750000,2022-07-18,,,,,ITAU CORRETORA ACOES                    ,RUA BOA VISTA 176 - 1.SUBSOLO - CEP: 1013001 Cidade: SÃO PAULO UF: SP,11,30039285,0,investfone@itau-unibanco.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJLTlBSIn0=
FLCR,FII FL RECEB,FLCR11 ,,33884145000151,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.brltrust.com.br,IGUATEMI 151 - 19o ANDAR (PARTE) - CEP: 1451011 CIDADE: SAO PAULO UF: SP,11,31330350,0,DIRETOR RESPONSAVEL                     ,DANILO CHRISTÓFARO BARBIERI                                 ,IGUATEMI 151 - 19o ANDAR (PARTE) - CEP: 1451011 CIDADE: SAO PAULO UF: SP,11,31330350,0,funds@brltrust.com.br,FARIA LIMA CAPITAL RECEB. IMOB. I - FDO INV. IMOB.,633604,2022-01-03,,['FLCR11'],,,BRL TRUST DTVM S.A.                     ,"R IGUATEMI, 151 - 19.ANDAR - CEP: 1451011 Cidade: SAO PAULO UF: SP",11,31330350,0,funds@brltrust.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjMzODg0MTQ1MDAwMTUxIiwiaWRlbnRpZmllckZ1bmQiOiJGTENSIn0=
VSEC,FII VOT SEC ,VSEC11 ,,10347505000180,Financeiro e Outros/Fundos/Fundos Imobiliários,WWW.VAM.COM.BR,AV DAS NAÇÕES UNIDAS 14171 - TORRE A - 11º ANDAR - CEP: 4533085 CIDADE: SÃO PAULO UF: SP,11,51715003,517150570,DIRETOR RESPONSAVEL,ALEXANDRE LUIZ ZIMATH,AV DAS NAÇÕES UNIDAS 14171 - TORRE A - 11º ANDAR - CEP: 4533085 CIDADE: SÃO PAULO UF: SP,11,51715003,51715057,vam-cvm@vam.com.br,FDO INV IMOB VOTORANTIM SECURITIES                ,62725,2021-05-25,,['VSEC11'],,,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.  ,AV DAS NAÇÕES UNIDAS 14171 - TORRE A/7.ANDAR - CEP: 4794970 Cidade: SÃO PAULO UF: SP,11,51715053,51715057,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjEwMzQ3NTA1MDAwMTgwIiwiaWRlbnRpZmllckZ1bmQiOiJWU0VDIn0=
SPVJ,FII S VAREJO,,,27538422000171,Financeiro e Outros/Fundos/Fundos Imobiliários,vortx.com.br,"AV BRIGADEIRO FARIA LIMA 2277 - 2 ANDAR, CONJ. 202 - CEP: 1452000 CIDADE: SÃO PAULO UF: SP",11,30307177,0,DIRETOR RESPONSAVEL,ERNANE DIVINO DOS SANTOS ALVES,"AV BRIGADEIRO FARIA LIMA 2277 - 2 ANDAR, CONJ. 202 - CEP: 1452000 CIDADE: SÃO PAULO UF: SP",11,30307177,0,fii@brltrust.com.br,FUND. INVEST. IMOB. SUCCESPAR VAREJO              ,6312090,2021-08-09,,,,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJjbnBqIjoiMjc1Mzg0MjIwMDAxNzEiLCJpZGVudGlmaWVyRnVuZCI6IlNQVkoiLCJ0eXBlRnVuZCI6N30=
EGAF,FIAGRO ECO  ,EGAF11 ,,41224330000148,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,WWW.VORTX.COM.BR,"R GILBERTO SABINO 215 - 4 ANDAR, 215 - 4 ANDAR - CEP: 5425020 CIDADE: SÃO PAULO UF: SP",11,30307177,0,DIRETOR RESPONSAVEL                     ,ERNANE DIVINO DOS SANTOS ALVES                              ,"R GILBERTO SABINO 215 - 4 ANDAR, 215 - 4 ANDAR - CEP: 5425020 CIDADE: SÃO PAULO UF: SP",11,30307177,0,admfundos@vortx.com.br,ECOAGRO I FDO INV CADEIAS PROD AGROIND FIAGRO IMOB,930114,2023-01-12,,['EGAF11'],,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6MzQsImNucGoiOiI0MTIyNDMzMDAwMDE0OCIsImlkZW50aWZpZXJGdW5kIjoiRUdBRiJ9
BPRP,FII BRLPROP ,BPRP11 ,,29800650000101,Financeiro e Outros/Fundos/Fundos Imobiliários,www.btgpactual.com,N/I PRAIA DE BOTAFOGO 501 - 5 ANDAR  - 5 ANDAR - CEP: 2225040 CIDADE: RIO DE JANEIRO UF: RJ,11,33832513,0,DIRETOR RESPONSAVEL,ALLAN HADID,N/I PRAIA DE BOTAFOGO 501 - 5 ANDAR  - 5 ANDAR - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,33832513,0,SH-contato-fundoimobiliario@btgpactual.com,FDO INV IMOB - FII BRLPROP                        ,1349837,2019-08-26,,['BPRP11'],,,BTG PACTUAL SERVIÇOS FINANC. S.A. DTVM  ,PRAIA DE BOTAFOGO 501 - 5.ANDAR - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ,21,32629600,32628600,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJCUFJQIn0=
VOTS,FII V MASTER,VOTS11 ,,17870926000130,Financeiro e Outros/Fundos/Fundos Imobiliários,www.vam.com.br,"AV NAÇÕES UNIDAS, 14171 -  - CEP: 4795100 CIDADE: SÃO PAULO UF: SP",11,51715003,51715003,DIRETOR RESPONSAVEL,ALEXANDRE LUIZ ZIMATH,"AV NAÇÕES UNIDAS, 14171 -  - CEP: 4795100 CIDADE: SÃO PAULO UF: SP",11,51715003,51715003,vam-cvm@vam.com.br,VOTORANTIM SECURITIES MASTER FDO INV IMOB - FII   ,827913,2018-04-24,,['VOTS11'],,,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.  ,AV DAS NAÇÕES UNIDAS 14171 - TORRE A/7.ANDAR - CEP: 4794970 Cidade: SÃO PAULO UF: SP,11,51715053,51715057,-,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJWT1RTIn0=
JBFO,FII JBFO FOF,JBFO11 ,,36615915000159,Financeiro e Outros/Fundos/Fundos Imobiliários,www.bemdtvm.com.br,N/I NÚC CIDADE DE DEUS - PRÉDIO AMARELO 1 ANDAR  -  - CEP: 6028080 CIDADE: OSASCO UF: SP,11,36843684,0,DIRETOR RESPONSAVEL,ANDRÉ BERNADINO DA CRUZ FILHO,N/I NÚC CIDADE DE DEUS - PRÉDIO AMARELO 1 ANDAR  -  - CEP: 6028080 CIDADE: OSASCO UF: SP,11,36843684,0,bemdtvm@bradesco.com.br,JBFO FOF FDO INV. IMOB.                           ,1279070,2020-09-11,,['JBFO11'],,,BRADESCO                                ,"CIDADE DE DEUS, PREDIO AMARELO - 2.ANDAR - CEP: 6029900 Cidade: OSASCO UF: SP",11,36843749,36842714,4010.ACOES@BRADESCO.COM.BR,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM2NjE1OTE1MDAwMTU5IiwiaWRlbnRpZmllckZ1bmQiOiJKQkZPIn0=
VERE,FII VEREDA  ,VERE11 ,,8693497000182,Financeiro e Outros/Fundos/Fundos Imobiliários,https://vortx.com.br/,AV BRIGADEIRO FARIA LIMA 2277 - 2 ANDAR - CEP: 1452000 CIDADE: SÃO PAULO UF: SP,11,30307177,0,DIRETOR RESPONSAVEL,ERNANE DIVINO DOS SANTOS ALVES,AV BRIGADEIRO FARIA LIMA 2277 - 2 ANDAR - CEP: 1452000 CIDADE: SÃO PAULO UF: SP,11,30307177,0,admfundos@vortx.com.br,FDO INV IMOB VEREDA - FII                         ,550084,2007-04-04,,['VERE11'],,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjA4NjkzNDk3MDAwMTgyIiwiaWRlbnRpZmllckZ1bmQiOiJWRVJFIn0=
CFHI,FII CF2     ,CFHI11 ,,34508923000170,Financeiro e Outros/Fundos/Fundos Imobiliários,vortx.com.br,AV BRIGADEIRO FARIA LIMA 2277 - 2 ANDAR - CEP: 1452000 CIDADE: SÃO PAULO UF: SP,11,30307177,0,DIRETOR RESPONSAVEL,ERNANE DIVINO DOS SANTOS ALVES,AV BRIGADEIRO FARIA LIMA 2277 - 2 ANDAR - CEP: 1452000 CIDADE: SÃO PAULO UF: SP,11,30307177,0,admfundos@vortx.com.br,CF2 FUNDO DE INVESTIMENTO IMOBILIÁRIO             ,66220,2020-09-15,,['CFHI11'],,,VORTX DTVM LTDA.                        ,R GILBERTO SABINO 215 - 4 ANDAR - CEP: 5425020 Cidade: SAO PAULO UF: SP,11,30307177,30307177,escrituracao@vortx.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjM0NTA4OTIzMDAwMTcwIiwiaWRlbnRpZmllckZ1bmQiOiJDRkhJIn0=
VCRA,FIAGRO VCRA ,VCRA11 ,,42502827000143,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,,"Avenida Brigadeiro Faria Lima, 3400 - Avenida Brigadeiro Faria Lima - CEP: 4538132 CIDADE: São Paulo UF: SP",11,30726319,0,DIRETOR RESPONSAVEL                     ,ROBERTA ANCHIETA DA SILVA                                   ,"Avenida Brigadeiro Faria Lima, 3400 - Avenida Brigadeiro Faria Lima - CEP: 4538132 CIDADE: São Paulo UF: SP",11,30726319,0,roberta.anchieta-silva@itau-unibanco.com.br,VECTIS DATAGRO CR AGR – FDO INV CAD PROD AG - IMOB,1964104,2022-10-18,,['VCRA11'],,,ITAU CORRETORA ACOES                    ,RUA BOA VISTA 176 - 1.SUBSOLO - CEP: 1013001 Cidade: SÃO PAULO UF: SP,11,30039285,0,investfone@itau-unibanco.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6MzQsImlkZW50aWZpZXJGdW5kIjoiVkNSQSJ9
FLMA,FII S F LIMA,FLMA11 ,,4141645000103,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,http://unitas.com.br/site/,DAS NACOES UNIDAS 11857 - CJ 111 - CEP: 4578000 CIDADE: SÃO PAULO UF: SP,11,55083500,55064033,DIRETOR RESPONSAVEL                     ,CAROLINA ANDREA GARISTO GREGÓRIO,DAS NACOES UNIDAS 11857 - CJ 111 - CEP: 4578000 CIDADE: SÃO PAULO UF: SP,11,55083500,55064033,brcapital@brcapital.com.br,FDO INV IMOB CONTINENTAL SQUARE FARIA LIMA        ,1380670,2021-04-16,,['FLMA11'],,,BR-CAPITAL DTVM S/A                     ,"AV DAS NAÇÕES UNIDAS, 11857 - CEP: 4578908 Cidade: SÃO PAULO UF: SP",11,55083500,0,crl@unitas.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJGTE1BIn0=
FINF,FII INFRA RE,FINF11 ,,18369510000104,Financeiro e Outros/Fundos/Fundos Imobiliários,www.planner.com.br,AV BRIGADEIRO FARIA LIMA 3900 - 10.ANDAR - CEP: 4538132 CIDADE: SÃO PAULO UF: SP,11,21974400,0,DIRETOR RESPONSAVEL,ARTUR MARTINS DE FIGUEIREDO,AV BRIGADEIRO FARIA LIMA 3900 - 10.ANDAR - CEP: 4538132 CIDADE: SÃO PAULO UF: SP,11,21974400,0,corporativo@trusteedtvm.com.br,FDO INV IMOB INFRA REAL ESTATE - FII              ,666420,2014-02-10,,['FINF11'],,,PLANNER TRUSTEE DTVM LTDA               ,AV Brigadeiro Faria Lima 3900 - 10º andar - CEP: 4538132 Cidade: São Paulo UF: SP,11,21722600,0,afigueiredo@planner.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiaWRlbnRpZmllckZ1bmQiOiJGSU5GIn0=
LSPA,FII LESTE PA,LSPA11 ,,31847293000170,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,www.bancoplural.com,PRAIA DO BOTAFOGO - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,32068340,0,DIRETOR RESPONSAVEL                     ,RODRIGO GODOY,PRAIA DO BOTAFOGO - CEP: 22250040 CIDADE: RIO DE JANEIRO UF: RJ,11,32068340,0,rodrigo.godoy@bancoplural.com,LESTE RIVA EQUITY PREFERENCIAL I FDO. INV. IMOB.  ,404500,2022-05-10,,['LSPA11'],,,BANCO GENIAL S.A.                       ,"PRAIA DO BOTAFOGO, 228 - SALA 907 - CEP: 22250040 Cidade: RIO DE JANEIRO UF: RJ",21,25400303,0,escrituracao@bancogenial.com,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjMxODQ3MjkzMDAwMTcwIiwiaWRlbnRpZmllckZ1bmQiOiJMU1BBIn0=
MFAI,FII MERITOFA,MFAI11 ,,32397369000176,Financeiro e Outros/Fundos/Fundos Imobiliários                                  ,https://meritoinvestimentos.com.br/,"Av. Dr. Cardoso de Melo, 1308 - –Cj. 71 - CEP: 4548004 CIDADE: SÃO PAULO UF: SP",11,33862555,33862555,DIRETOR RESPONSAVEL                     ,ALEXANDRE GUILGER DESPONTIN                                 ,"AV BRIGADEIRO FARIA LIMA, 3900 - 10 ANDAR, 0 -  - CEP: 4538132 CIDADE: SÃO PAULO UF: SP",11,21722600,21388201,diretoria@meritodtvm.com.br,MERITO FDO. AÇÕES IMOB. FII - FDO INV. IMOB.      ,316074,2022-04-27,,['MFAI11'],,,PLANNER TRUSTEE DTVM LTDA               ,AV Brigadeiro Faria Lima 3900 - 10º andar - CEP: 4538132 Cidade: São Paulo UF: SP,11,21722600,0,afigueiredo@planner.com.br,https://sistemaswebb3-listados.b3.com.br/fundsProxy/fundsCall/GetDetailFundSIG/eyJ0eXBlRnVuZCI6NywiY25waiI6IjMyMzk3MzY5MDAwMTc2IiwiaWRlbnRpZmllckZ1bmQiOiJNRkFJIn0=
